,年份,批次,科类,选科要求,招生人数,最低分,平均分,最高分,最低位次,院校专业与特殊信息,前一所学校最低位次
25515,2024,本科批,物理类,"物理,化学",4.0,589.0,,,30165.0,中国地质大学(武汉)土木类含土木工程、城市地下空间工程专业,0.0
18470,2024,本科批,物理类,"物理,化学",4.0,589.0,,,30165.0,三峡大学电气工程及其自动化培养输电线路工程人才,0.0
16831,2024,本科批,物理类,"物理,化学",2.0,589.0,,,30165.0,南昌大学药学(学费:5550元/学年),0.0
36,2024,本科批,物理类,"物理,化学,生物",1.0,589.0,589,589,30165.0,哈尔滨医科大学麻醉学(5年),0.0
25483,2024,本科批,物理类,"物理,化学",1.0,589.0,,,30165.0,中国地质大学(北京)地质工程,0.0
24340,2024,本科批,物理类,"物理,化学",1.0,589.0,,,30165.0,长安大学汽车服务工程,0.0
12522,2024,本科批,物理类,"物理,化学",2.0,589.0,591,592,30165.0,湖南师范大学生物科学类(学费:4000元/学年)含生物科学、生物技术专业办学地点:湖南省长沙市含世承书院国家生命科学与技术人才培养基地班,0.0
24090,2024,本科批,物理类,"物理,化学,生物",1.0,589.0,,,30165.0,云南大学临床医学(5年)(学费:5000元/学年),0.0
13571,2024,本科批,物理类,"物理,化学",3.0,589.0,,,30165.0,华中农业大学智慧农业,0.0
24341,2024,本科批,物理类,"物理,化学",2.0,589.0,,,30165.0,长安大学物流工程(学费:5500元/学年),0.0
17587,2024,本科批,物理类,"物理,化学",2.0,589.0,,,30165.0,南京医科大学临床医学(“5+3”一体化)(5年),0.0
11031,2024,本科批,物理类,物理,3.0,589.0,,,30165.0,河海大学金融工程办学地点:第一学年江苏省南京市，第二至四学年江苏省常州市,0.0
13352,2024,本科批,物理类,"物理,地理",21.0,589.0,591,603,30165.0,华南师范大学自然地理与资源环境,0.0
10222,2024,提前批本科非军检院校,物理类,"物理,政治",1.0,589.0,,,30165.0,"国际关系学院国际政治学制:4年；学费:5000元/学年；住宿费:待定；特征要求:只招女生；女生身高≥160cm,矫正视力≥4.8，不招色盲色弱；办学地点:校本部",0.0
1863,2024,本科批,物理类,"物理,化学",2.0,589.0,-,-,30165.0,东北师范大学地理科学类含地理科学(师范)、地理信息科学、人文地理与城乡规划专业,0.0
807,2024,本科批,物理类,"物理,化学",3.0,589.0,590,590,30165.0,北京化工大学工业设计(中外合作办学)(学费:60000元/学年)中意双学位；与意大利热那亚大学中外合作办学项目,0.0
23218,2024,本科批,物理类,"物理,化学",1.0,589.0,589,589,30165.0,西南交通大学城市设计在学校成都东部(国际)校区正式启用前，该专业过渡办学地点在成都犀浦校区,0.0
23217,2024,本科批,物理类,"物理,化学",6.0,589.0,592,601,30165.0,西南交通大学应用物理学不招色盲,0.0
25643,2024,本科批,物理类,物理,4.0,589.0,,,30165.0,中国矿业大学(北京)工商管理类含工商管理、会计学、大数据管理与应用专业学制:4年；学费:5000元/学年；住宿费:待定；办学地点:北京市,0.0
17525,2024,本科批,物理类,"物理,化学",2.0,589.0,590,591,30165.0,南京信息工程大学遥感科学与技术,0.0
17526,2024,本科批,物理类,"物理,化学",26.0,589.0,596,614,30165.0,南京信息工程大学大气科学类(学费:6050元/学年)含大气科学专业,0.0
26156,2024,本科批,物理类,物理,1.0,589.0,-,589,30165.0,中南财经政法大学工商管理卓越创新人才实验班,0.0
26155,2024,本科批,物理类,物理,2.0,589.0,-,593,30165.0,中南财经政法大学知识产权(学费:5850元/学年),0.0
25642,2024,本科批,物理类,"物理,化学",3.0,589.0,,,30165.0,中国矿业大学(北京)人工智能,0.0
17407,2024,本科批,物理类,"物理,化学",7.0,589.0,590,592,30165.0,南京农业大学电子信息类含电子信息科学与技术、自动化专业,0.0
10493,2024,本科批,物理类,"物理,化学",2.0,589.0,591,593,30165.0,海南大学数据科学与大数据技术,0.0
23140,2024,本科批,物理类,"物理,化学",1.0,589.0,589,589,30165.0,西南大学茶学(学费:3700元/学年),0.0
23141,2024,本科批,物理类,"物理,化学",2.0,589.0,591,593,30165.0,西南大学纺织工程,0.0
35,2024,本科批,物理类,"物理,化学,生物",5.0,589.0,,,30165.0,哈尔滨医科大学临床医学(5年),0.0
22942,2024,本科批,物理类,"物理,化学",3.0,589.0,589,589,30165.0,西北农林科技大学园艺(园艺类),0.0
19932,2024,本科批,物理类,"物理,生物",30.0,589.0,,,30165.0,深圳大学心理学(师范),0.0
24091,2024,本科批,物理类,"物理,化学,生物",2.0,589.0,,,30165.0,云南大学数据科学与大数据技术,0.0
327,2024,本科批,物理类,"物理,化学",2.0,589.0,,,30165.0,安徽大学应用统计学(中外合作办学)与美国纽约州立大学石溪分校中外合作办学项目,0.0
21213,2024,本科批,物理类,"物理,化学",5.0,589.0,593,600,30165.0,太原理工大学机械设计制造及其自动化,0.0
21214,2024,本科批,物理类,"物理,化学",5.0,589.0,591,593,30165.0,太原理工大学光电信息科学与工程(学费:5100元/学年),0.0
13613,2024,本科批,物理类,物理,3.0,589.0,592,596,30165.0,华中师范大学经济学类含经济学、经济学(数学经济学交叉班)、经济学(法学经济学交叉班)、工商管理(数字企业管理)、人力资源管理、财务会计教育专业,0.0
17406,2024,本科批,物理类,"物理,化学",2.0,589.0,590,591,30165.0,南京农业大学新能源科学与工程,0.0
14442,2024,本科批,物理类,物理,9.0,589.0,592,595,30165.0,暨南大学商务英语(学费:6850元/学年),0.0
23219,2024,本科批,物理类,"物理,化学",3.0,589.0,589,589,30165.0,西南交通大学经济与贸易类(学费:5760元/学年)含经济学、金融学专业办学地点:九里校区,0.0
13948,2024,提前批本科军检院校,物理类,物理,2.0,589.0,,,30165.0,火箭军工程大学侦测工程指挥,0.0
23442,2024,本科批,物理类,"物理,化学",2.0,589.0,595,601,30165.0,湘潭大学数据科学与大数据技术学费标准以最新收费文件及上级精神为准,0.0
19931,2024,本科批,物理类,物理,49.0,589.0,591,595,30165.0,深圳大学建筑类(5年)含建筑学、城乡规划专业第二学期专业分流,0.0
13949,2024,提前批本科军检院校,物理类,物理,1.0,589.0,,,30165.0,火箭军工程大学测控工程指技融合,0.0
24342,2024,本科批,物理类,"物理,化学",19.0,589.0,,,30165.0,长安大学机械类含智能制造工程、机械工程、机械设计制造及其自动化、机械电子工程专业,0.0
21029,2024,本科批,历史类,历史,2.0,515.0,,,30424.0,四川音乐学院艺术管理(学费:12000元/学年),259.0
1381,2024,本科批,历史类,历史,3.0,515.0,,,30424.0,成都师范学院英语(师范)学制:4年；学费:4800元/学年；住宿费:待定；外语语种:英语；办学地点:温江校区,0.0
25765,2024,本科批,历史类,"历史,政治",2.0,515.0,,,30424.0,中国民用航空飞行学院思想政治教育学制:4年；学费:4800元/学年；住宿费:待定；办学地点:校本部,0.0
27268,2024,本科批,历史类,历史,2.0,515.0,,,30424.0,遵义师范学院汉语言文学(师范)学制:4年；学费:4100元/学年；住宿费:待定；成绩要求:语文≥105分；办学地点:校本部,0.0
3621,2024,本科批,历史类,"历史,政治",51.0,515.0,,,30424.0,广东海洋大学政治学与行政学学制:4年；学费:5510元/学年；住宿费:900~1700元/学年；办学地点:湖光校区,0.0
3622,2024,本科批,历史类,历史,24.0,515.0,,,30424.0,广东海洋大学工商管理,0.0
13932,2024,本科批,历史类,"历史,地理",46.0,515.0,,,30424.0,惠州学院地理科学(师范),0.0
2160,2024,本科批,历史类,历史,4.0,515.0,-,519,30424.0,东华理工大学财务管理,0.0
2399,2024,本科批,历史类,历史,1.0,515.0,520,524,30424.0,福建江夏学院金融学,0.0
6953,2024,本科批,历史类,历史,19.0,515.0,,,30424.0,广东医科大学社会工作,0.0
10892,2024,本科批,历史类,历史,2.0,515.0,,,30424.0,河北地质大学工商管理类(财会)(学费:5060元/学年)含会计学、财务管理、审计学专业办学地点:新校区,0.0
15235,2024,本科批,历史类,历史,3.0,515.0,-,534,30424.0,江西科技师范大学法学,0.0
11224,2024,本科批,历史类,历史,2.0,515.0,-,-,30424.0,河南科技大学经济学,0.0
15767,2024,本科批,历史类,历史,2.0,515.0,,,30424.0,井冈山大学法学,0.0
15766,2024,本科批,历史类,历史,2.0,515.0,,,30424.0,井冈山大学新闻学,0.0
2017,2024,本科批,历史类,历史,44.0,515.0,,,30424.0,东莞理工学院广播电视学(住宿费:1000~1500元/学年),0.0
2018,2024,本科批,历史类,历史,31.0,515.0,,,30424.0,东莞理工学院文化产业管理(学费:8000元/学年)(住宿费:1000~1500元/学年),0.0
1165,2024,本科批,历史类,历史,1.0,515.0,,,30424.0,渤海大学金融学学制:4年；学费:5200元/学年；住宿费:待定；办学地点:滨海校区,0.0
18870,2024,本科批,历史类,历史,6.0,515.0,-,525,30424.0,山东农业大学网络与新媒体,0.0
23756,2024,本科批,历史类,历史,2.0,515.0,,,30424.0,延安大学教育学(师范)办学地点:杨家岭校区,0.0
18869,2024,本科批,历史类,历史,2.0,515.0,-,519,30424.0,山东农业大学行政管理(学费:6600元/学年),0.0
6864,2024,本科批,历史类,历史,30.0,515.0,,,30424.0,广东药科大学英语(学费:6230元/学年)(住宿费:1130~1700元/学年)外语语种:英语办学地点:广州校区,0.0
25125,2024,本科批,历史类,历史,3.0,515.0,519,525,30424.0,浙江科技大学服装设计与工程学制:4年；学费:5500元/学年；住宿费:待定；办学地点:第一学年安吉校区，第二至四学年小和山校区,0.0
23757,2024,本科批,历史类,历史,2.0,515.0,,,30424.0,延安大学汉语国际教育(师范),0.0
2021,2024,本科批,历史类,历史,33.0,514.0,,,30981.0,东莞理工学院工商管理办学地点:莞城校区,557.0
22798,2024,本科批,历史类,历史,2.0,514.0,517,519,30981.0,西安文理学院文物与博物馆学,0.0
18227,2024,本科批,历史类,历史,2.0,514.0,,,30981.0,青岛理工大学会计学,0.0
3512,2024,本科批,历史类,历史,30.0,514.0,,,30981.0,广东工业大学会计学中澳班；与澳大利亚蒙纳士大学学分互认项目，具体培养模式和学习费用请查看学校网站学制:4年；学费:待定；住宿费:1700元/学年；办学地点:龙洞校区,0.0
3511,2024,本科批,历史类,历史,5.0,514.0,,,30981.0,广东工业大学土地资源管理(地方专项),0.0
3211,2024,本科批,历史类,历史,24.0,514.0,,,30981.0,广东第二师范学院酒店管理(住宿费:883~1800元/学年)办学地点:海珠校区,0.0
18962,2024,本科批,历史类,历史,1.0,514.0,,,30981.0,山西财经大学人力资源管理,0.0
11608,2024,本科批,历史类,历史,3.0,514.0,,,30981.0,湖北第二师范学院财务管理学制:4年；学费:5200元/学年；住宿费:待定；办学地点:校本部,0.0
3623,2024,本科批,历史类,历史,80.0,514.0,,,30981.0,广东海洋大学旅游管理,0.0
24691,2024,本科批,历史类,历史,2.0,514.0,521,527,30981.0,长沙学院英语学制:4年；学费:4500元/学年；住宿费:待定；外语语种:英语；办学地点:校本部,0.0
2019,2024,本科批,历史类,历史,75.0,514.0,,,30981.0,东莞理工学院经济与金融办学地点:莞城校区,0.0
2020,2024,本科批,历史类,历史,33.0,514.0,,,30981.0,东莞理工学院人力资源管理办学地点:莞城校区,0.0
2022,2024,本科批,历史类,历史,10.0,514.0,516,522,30981.0,东莞理工学院广播电视编导(学费:8000元/学年)(住宿费:1000~1500元/学年),0.0
3624,2024,本科批,历史类,历史,64.0,514.0,,,30981.0,广东海洋大学土地资源管理,0.0
6954,2024,本科批,历史类,历史,19.0,514.0,,,30981.0,广东医科大学公共事业管理,0.0
4481,2024,本科批,历史类,历史,75.0,514.0,,,30981.0,广东金融学院网络与新媒体(学费:5050元/学年),0.0
23630,2024,本科批,历史类,历史,2.0,514.0,,,30981.0,新疆师范大学法学,0.0
7475,2024,本科批,历史类,历史,2.0,514.0,514,514,30981.0,广西民族大学社会学,0.0
7476,2024,本科批,历史类,历史,1.0,514.0,514,514,30981.0,广西民族大学档案学(学费:5500元/学年)办学地点:武鸣校区,0.0
23684,2024,本科批,历史类,历史,1.0,514.0,,,30981.0,新余学院英语(师范),0.0
11225,2024,本科批,历史类,历史,2.0,514.0,-,-,30981.0,河南科技大学国际经济与贸易,0.0
9042,2024,本科批,历史类,历史,19.0,514.0,,,30981.0,广州美术学院艺术管理(学费:10000元/学年),0.0
18794,2024,本科批,历史类,历史,1.0,514.0,514,514,30981.0,山东工商学院法学(学费:5060元/学年),0.0
22799,2024,本科批,历史类,历史,2.0,514.0,514,514,30981.0,西安文理学院历史学(师范)(学费:4250元/学年),0.0
21111,2024,本科批,历史类,历史,2.0,514.0,515,515,30981.0,苏州城市学院会计学因用人单位可能对考生身体素质有要求，请单色识别不全的考生慎重报考,0.0
26879,2024,本科批,历史类,历史,2.0,514.0,,,30981.0,重庆工商大学金融学与加拿大蒙特利尔高等商学院、加拿大韦士敦大学国王大学学院、法国蒙彼利埃大学、法国滨海大学敦刻尔克高等商学院、法国蔚蓝海岸大学联合培养项目，具体培养模式和学习费用请查看学校网站学制:4年；学费:45000元/学年；住宿费:待定；成绩要求:外语≥90分；办学地点:南岸校区,0.0
3386,2024,本科批,物理类,"物理,化学",161.0,588.0,592,603,30994.0,广东工业大学电子科学与技术不招单色识别不全者含卓越工程师班，第二学期选拔,13.0
11032,2024,本科批,物理类,"物理,化学",2.0,588.0,,,30994.0,河海大学交通工程(学费:6380元/学年),0.0
13616,2024,本科批,物理类,物理,5.0,588.0,590,592,30994.0,华中师范大学公共管理类含行政管理、行政管理(基层治理实验班)、劳动与社会保障、土地资源管理专业,0.0
22453,2024,提前批本科军检院校,物理类,"物理,化学",1.0,588.0,,,30994.0,武警工程大学无人系统工程指挥学制:4年；学费:免费；住宿费:免费；外语语种:英语；特征要求:只招男生；政治考核、体检、面试合格(通用标准合格)；办学地点:校本部,0.0
25485,2024,本科批,物理类,"物理,化学",1.0,588.0,,,30994.0,中国地质大学(北京)城市地下空间工程,0.0
3385,2024,本科批,物理类,"物理,化学",538.0,588.0,592,607,30994.0,广东工业大学计算机类含计算机科学与技术、软件工程、网络空间安全专业,0.0
17038,2024,本科批,物理类,"物理,化学",12.0,588.0,591,595,30994.0,南方医科大学临床药学(卓越药师班)(5年),0.0
10953,2024,本科批,物理类,"物理,化学",2.0,588.0,,,30994.0,河北工业大学电气工程及其自动化“1+3”培养模式，与芬兰拉彭兰塔-拉赫蒂工业大学联合培养项目,0.0
1864,2024,本科批,物理类,"物理,化学",4.0,588.0,-,-,30994.0,东北师范大学环境科学与工程类含环境科学、环境工程、生态学专业办学地点:净月大街校区,0.0
22302,2024,提前批本科非军检院校,物理类,"物理,化学",4.0,588.0,,,30994.0,"武汉理工大学轮机工程因行业性质特殊，不适宜女生报考；其他要求详见学校招生章程学制:4年；学费:3375元/学年；住宿费:待定；特征要求:男生身高≥165cm,无复视，听力、嗅觉正常，四肢健全；双眼裸视力≥4.6，或双眼裸视力≥4.0且矫正视力≥4.6，不招色盲色弱；办学地点:校本部",0.0
17527,2024,本科批,物理类,"物理,化学",2.0,588.0,588,588,30994.0,南京信息工程大学地理科学类(学费:6050元/学年)含地理信息科学、自然地理与资源环境、人文地理与城乡规划专业,0.0
25516,2024,本科批,物理类,"物理,化学",4.0,588.0,,,30994.0,中国地质大学(武汉)应用化学(学费:4500元/学年),0.0
22943,2024,本科批,物理类,"物理,化学",2.0,588.0,588,588,30994.0,西北农林科技大学食品科学与工程(中外合作办学)与美国内布拉斯加林肯大学中外合作办学项目,0.0
24092,2024,本科批,物理类,"物理,化学",2.0,588.0,,,30994.0,云南大学生物技术国家生命科学与技术基地班,0.0
13615,2024,本科批,物理类,物理,4.0,588.0,592,596,30994.0,华中师范大学社会学类含社会学、社会工作专业,0.0
13614,2024,本科批,物理类,物理,4.0,588.0,590,593,30994.0,华中师范大学新闻传播学类(学费:5850元/学年)含新闻学、广播电视学、网络与新媒体专业,0.0
12523,2024,本科批,物理类,物理,2.0,588.0,589,590,30994.0,湖南师范大学经济学学制:4年；学费:5500元/学年；住宿费:待定；特征要求:不招单色识别不全者；办学地点:湖南省长沙市,0.0
25644,2024,本科批,物理类,"物理,化学",2.0,588.0,,,30994.0,中国矿业大学(北京)机械类含机械工程、机器人工程专业,0.0
19933,2024,本科批,物理类,"物理,化学",59.0,588.0,590,602,30994.0,深圳大学土木类含土木工程(国际工程创新班)、土木工程(数学力学创新班)、工程管理专业第二学期专业分流,0.0
23357,2024,本科批,物理类,物理,2.0,588.0,,,30994.0,西南政法大学新闻传播学类含新闻学、广播电视学、传播学、网络与新媒体专业,0.0
11033,2024,本科批,物理类,"物理,化学",3.0,588.0,,,30994.0,河海大学船舶与海洋工程,0.0
25058,2024,本科批,物理类,"物理,化学",5.0,588.0,,,30994.0,浙江工业大学电气类含电气工程及其自动化、自动化专业,0.0
26159,2024,本科批,物理类,物理,3.0,588.0,-,608,30994.0,"中南财经政法大学经济管理试验班(学费:5850元/学年)
含经济与金融、会计学、经济学专业",0.0
17987,2024,本科批,物理类,物理,3.0,588.0,,,30994.0,宁波诺丁汉大学财务管理(中外合作办学)与英国诺丁汉大学中外合作办学项目,0.0
26158,2024,本科批,物理类,物理,3.0,588.0,-,598,30994.0,"中南财经政法大学财政学类(学费:5850元/学年)
含财政学、税收学专业",0.0
26157,2024,本科批,物理类,物理,1.0,588.0,-,588,30994.0,中南财经政法大学哲学,0.0
21215,2024,本科批,物理类,"物理,化学",5.0,588.0,589,591,30994.0,太原理工大学机械电子工程,0.0
23142,2024,本科批,物理类,物理,3.0,588.0,593,601,30994.0,西南大学心理学(中外合作办学)与澳大利亚国立大学中外合作办学项目，具体培养模式和学习费用请查看学校网站；英语教学，请非英语语种的考生慎重报考学制:4年；学费:50000元/学年；住宿费:待定；特征要求:不招色盲；办学地点:北碚校区,0.0
21216,2024,本科批,物理类,"物理,化学",5.0,588.0,589,590,30994.0,太原理工大学网络空间安全,0.0
996,2024,本科批,物理类,物理,1.0,588.0,,,30994.0,北京师范大学-香港浸会大学联合国际学院金融数学,0.0
19492,2024,本科批,物理类,"物理,化学",13.0,588.0,,,30994.0,上海理工大学工科试验班(智能化制造类)含机械设计制造及其自动化、材料成型及控制工程、工业设计、过程装备与控制工程、车辆工程、材料科学与工程、能源与动力工程、新能源科学与工程、储能科学与工程、机器人工程、土木工程、建筑环境与能源应用工程、制药工程、交通工程、环境工程、生物医学工程、康复工程、食品科学与工程、食品质量与安全、应用化学、生物技术专业,0.0
17988,2024,本科批,物理类,"物理,化学",7.0,588.0,,,30994.0,宁波诺丁汉大学电气类(中外合作办学)含材料成型及控制工程、工业设计、电气工程及其自动化、土木工程、建筑环境与能源应用工程、化学工程与工艺、航空航天工程、环境工程专业“2+2”培养模式；与英国诺丁汉大学中外合作办学项目,0.0
1011,2024,本科批,物理类,物理,1.0,588.0,588,588,30994.0,北京体育大学智能体育工程,0.0
10494,2024,本科批,物理类,"物理,化学",4.0,588.0,591,593,30994.0,海南大学生物医学工程办学地点:第一、二学年海甸校区，第三、四学年三亚崖州湾科教园,0.0
18471,2024,本科批,物理类,"物理,化学",4.0,588.0,590,593,30994.0,三峡大学智能电网信息工程,0.0
185,2024,本科批,物理类,物理,2.0,588.0,-,596,30994.0,上海海事大学法学培养海商法人才,0.0
13573,2024,本科批,物理类,"物理,化学",2.0,588.0,,,30994.0,华中农业大学机械类含机械设计制造及其自动化、机械电子工程、自动化、机器人工程专业,0.0
13572,2024,本科批,物理类,"物理,生物",3.0,588.0,,,30994.0,华中农业大学园林(国家卓越农林人才计划)学制:4年；学费:4500元/学年；住宿费:待定；办学地点:校本部,0.0
25697,2024,本科批,物理类,"物理,化学",7.0,588.0,,,30994.0,中国美术学院工业设计学制:4年；学费:18000元/学年；住宿费:待定；特征要求:不招色盲；办学地点:良渚校区,0.0
24518,2024,本科批,物理类,"物理,化学",8.0,588.0,,,30994.0,长沙理工大学电气工程及其自动化,0.0
26638,2024,本科批,物理类,物理,2.0,588.0,,,30994.0,中央美术学院艺术管理(中外合作办学)与法国凯致商学院中外合作办学项目,0.0
1010,2024,本科批,物理类,"物理,化学",2.0,588.0,593,598,30994.0,北京体育大学数据科学与大数据技术学制:4年；学费:6000元/学年；住宿费:待定；特征要求:不招单色识别不全者；办学地点:校本部,0.0
17989,2024,本科批,物理类,"物理,化学",9.0,588.0,,,30994.0,宁波诺丁汉大学电气类(中外合作办学)含材料成型及控制工程、工业设计、电气工程及其自动化、土木工程、建筑环境与能源应用工程、化学工程与工艺、航空航天工程、环境工程专业与英国诺丁汉大学中外合作办学项目,0.0
7136,2024,本科批,物理类,"物理,化学",5.0,588.0,,,30994.0,广西大学车辆工程,0.0
11034,2024,本科批,物理类,"物理,化学",2.0,588.0,,,30994.0,河海大学遥感科学与技术,0.0
23443,2024,本科批,物理类,物理,2.0,588.0,589,590,30994.0,湘潭大学信用风险管理与法律防控,0.0
23444,2024,本科批,物理类,"物理,化学",2.0,588.0,589,589,30994.0,湘潭大学人工智能(创业菁英班),0.0
14443,2024,本科批,物理类,物理,22.0,588.0,593,602,30994.0,暨南大学应急管理办学地点:石牌校区,0.0
27088,2024,本科批,物理类,"物理,化学",4.0,588.0,,,30994.0,重庆医科大学临床医学(中外合作办学)(5年)与英国莱斯特大学中外合作办学项目，具体培养模式和学习费用请查看学校网站；课程以英语教学为主，请非英语语种的考生慎重报考学费:62000元/学年；住宿费:待定；成绩要求:外语≥120分；特征要求:矫正视力≥4.8，不招色盲色弱；办学地点:校本部,0.0
14444,2024,本科批,物理类,物理,28.0,588.0,,,30994.0,暨南大学经济学(中外合作办学)与英国伯明翰大学中外合作办学项目,0.0
13439,2024,提前批本科教师专项,物理类,物理,5.0,588.0,,,30994.0,华南师范大学小学教育(师范，定向至清远市清新区)学制:4年；学费:免费；住宿费:免费；办学地点:汕尾校区滨海校园,0.0
14445,2024,本科批,物理类,物理,13.0,588.0,591,600,30994.0,暨南大学市场营销,0.0
26061,2024,提前批本科军检院校,物理类,"物理,政治",2.0,588.0,589,589,30994.0,中国刑事警察学院侦查学(面向地方公安机关就业),0.0
26062,2024,提前批本科军检院校,物理类,"物理,政治",1.0,588.0,588,588,30994.0,中国刑事警察学院经济犯罪侦查(面向地方公安机关就业),0.0
14446,2024,本科批,物理类,物理,13.0,588.0,592,605,30994.0,暨南大学广告学,0.0
4484,2024,本科批,历史类,历史,42.0,513.0,,,31496.0,广东金融学院翻译外语语种:英语,502.0
4483,2024,本科批,历史类,历史,41.0,513.0,,,31496.0,广东金融学院商务英语外语语种:英语,0.0
12203,2024,本科批,历史类,"历史,政治",1.0,513.0,,,31496.0,湖南警察学院思想政治教育学制:4年；学费:待定；住宿费:待定；办学地点:校本部,0.0
4485,2024,本科批,历史类,历史,44.0,513.0,,,31496.0,广东金融学院信用风险管理与法律防控,0.0
22695,2024,本科批,历史类,历史,2.0,513.0,,,31496.0,西安美术学院艺术设计学学制:4年；学费:15000元/学年；住宿费:待定；特征要求:不招色盲；办学地点:雁塔校区,0.0
13933,2024,本科批,历史类,"历史,地理",20.0,513.0,,,31496.0,惠州学院地理信息科学,0.0
13934,2024,本科批,历史类,历史,135.0,513.0,,,31496.0,惠州学院英语(师范)学制:4年；学费:5190元/学年；住宿费:1300~1500元/学年；办学地点:校本部,0.0
14802,2024,本科批,历史类,历史,1.0,513.0,,,31496.0,江苏海洋大学物流管理,0.0
2942,2024,本科批,历史类,历史,15.0,513.0,,,31496.0,广东财经大学财务管理办学地点:佛山校区与英国埃克塞特大学联合培养项目,0.0
16383,2024,本科批,历史类,历史,50.0,513.0,,,31496.0,岭南师范学院心理学(师范)不招色盲色弱,0.0
16083,2024,本科批,历史类,历史,1.0,513.0,513,513,31496.0,兰州交通大学会计学,0.0
4482,2024,本科批,历史类,历史,84.0,513.0,,,31496.0,广东金融学院英语外语语种:英语,0.0
15786,2024,本科批,历史类,"历史,化学",1.0,513.0,,,31496.0,景德镇陶瓷大学文物保护技术学制:4年；学费:4380元/学年；住宿费:待定；特征要求:不招色盲；办学地点:新厂校区,0.0
2941,2024,本科批,历史类,历史,10.0,513.0,,,31496.0,广东财经大学国际商务与美国北亚利桑那大学等联合培养项目,0.0
3212,2024,本科批,历史类,历史,24.0,513.0,,,31496.0,广东第二师范学院旅游管理与服务教育(住宿费:883~1800元/学年)办学地点:海珠校区,0.0
25766,2024,本科批,历史类,历史,4.0,513.0,,,31496.0,中国民用航空飞行学院英语,0.0
14803,2024,本科批,历史类,历史,1.0,513.0,,,31496.0,江苏海洋大学行政管理,0.0
10605,2024,本科批,历史类,历史,3.0,513.0,,,31496.0,海南师范大学广播电视编导授予艺术学学位学制:4年；学费:8800元/学年；住宿费:待定；办学地点:桂林洋校区,0.0
10893,2024,本科批,历史类,历史,2.0,513.0,,,31496.0,河北地质大学公共管理类含行政管理、劳动与社会保障专业,0.0
25767,2024,本科批,历史类,历史,4.0,513.0,,,31496.0,中国民用航空飞行学院翻译,0.0
3625,2024,本科批,历史类,历史,189.0,513.0,,,31496.0,广东海洋大学英语(学费:6230元/学年),0.0
3626,2024,本科批,历史类,历史,48.0,513.0,,,31496.0,广东海洋大学日语(学费:6230元/学年),0.0
2161,2024,本科批,历史类,历史,5.0,513.0,-,514,31496.0,东华理工大学国际经济与贸易,0.0
3627,2024,本科批,历史类,历史,73.0,513.0,,,31496.0,广东海洋大学行政管理,0.0
13664,2024,本科批,历史类,历史,1.0,513.0,513,513,31496.0,淮北师范大学特殊教育(师范)(学费:5390元/学年),0.0
3513,2024,本科批,历史类,历史,10.0,513.0,,,31496.0,广东工业大学电子商务(地方专项),0.0
10381,2024,本科批,历史类,历史,2.0,513.0,,,31496.0,哈尔滨商业大学会计学,0.0
10690,2024,本科批,历史类,"历史,政治",48.0,513.0,,,31496.0,韩山师范学院思想政治教育(师范)根据《广东省教师资格申请人员体格检查标准》要求，请报考师范类专业的考生根据自己的身体条件，对照最新体检标准慎重报考学制:4年；学费:4590元/学年；住宿费:650~1600元/学年；办学地点:潮州市湘桥区,0.0
9905,2024,本科批,历史类,历史,5.0,513.0,,,31496.0,贵州警察学院法学学制:4年；学费:4100元/学年；住宿费:待定；办学地点:校本部,0.0
3514,2024,本科批,历史类,历史,10.0,513.0,,,31496.0,广东工业大学社会工作(地方专项),0.0
25360,2024,本科批,历史类,历史,2.0,513.0,,,31496.0,郑州轻工业大学电子商务,0.0
3628,2024,本科批,历史类,历史,104.0,513.0,,,31496.0,广东海洋大学社会学,0.0
3515,2024,本科批,历史类,历史,5.0,513.0,,,31496.0,广东工业大学国际经济与贸易(地方专项),0.0
3916,2024,提前批本科教师专项,历史类,历史,5.0,513.0,,,31496.0,广东技术师范大学学前教育(师范，定向至韶关市始兴县)学制:4年；学费:免费；住宿费:免费；办学地点:第一学年河源校区，第二至四学年广州校区,0.0
11905,2024,本科批,历史类,历史,2.0,513.0,,,31496.0,湖南财政经济学院经济学,0.0
769,2024,本科批,历史类,历史,1.0,513.0,513,513,31496.0,北京服装学院广告学,0.0
18963,2024,本科批,历史类,历史,1.0,513.0,,,31496.0,山西财经大学土地资源管理,0.0
3629,2024,本科批,历史类,历史,28.0,513.0,,,31496.0,广东海洋大学旅游管理,0.0
1502,2024,本科批,物理类,"物理,化学",3.0,587.0,-,-,31814.0,大连海事大学人工智能,318.0
23358,2024,本科批,物理类,物理,4.0,587.0,,,31814.0,西南政法大学金融学,0.0
23445,2024,本科批,物理类,"物理,化学",2.0,587.0,590,592,31814.0,湘潭大学计算机科学与技术不招单色识别不全者,0.0
26160,2024,本科批,物理类,物理,8.0,587.0,-,596,31814.0,中南财经政法大学外国语言文学类含英语、英语(翻译)、商务英语专业学制:4年；学费:5850元/学年；住宿费:待定；外语语种:英语；办学地点:湖北省武汉市,0.0
26161,2024,本科批,物理类,物理,4.0,587.0,-,593,31814.0,中南财经政法大学金融工程(学费:5850元/学年),0.0
26063,2024,提前批本科军检院校,物理类,"物理,政治",2.0,587.0,587,587,31814.0,中国刑事警察学院禁毒学(面向地方公安机关就业),0.0
